strain,date,epi_03,country,epi_00,epi_02,surface_residues_pref,region,epi_01,epi_05,surface_residues_postf,epi_04,clade_membership,epi_all,author,accession
RSV-A/human/USA/WA-S25005/2020,1/27/2020,,USA,,1,1,North America,,,1,,A.D.1,1,"Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boekch,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.",PP495944
RSVLO178,12/22/2019,,United Kingdom,,1,1,Europe,,,1,,A.D.1,1,"Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.",PQ348975
RSV-A/human/USA/WA-S24988/2020,1/16/2020,,USA,,1,1,North America,,,1,,A.D.1,1,"Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boekch,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.",PP495927
hRSV/A/Germany/21-07063/2021,9/10/2021,,Germany,,1,1,Europe,,,1,,A.D.1,1,"Kondgen,S.,Reiche,J.",OR795418
OZ262190,2/3/2025,,Ireland,,1,1,Europe,,,1,,A.D.1,1,"Carr,M.,Bennett,C.,Banka,W.,Fahey,L.,Rice,A.,Dean,J.,Hare,D.,De Gascun,C.F.",OZ262190
hRSV/A/Germany/20-02591/2020,2/21/2020,,Germany,,1,1,Europe,,,1,,A.D.1,1,"Kondgen,S.,Reiche,J.",OR795395
10102024,1/5/2019,,Canada,,1,1,North America,,,1,,A.D.1,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376514
10102008,12/2/2018,,Canada,,1,1,North America,,,1,,A.D.1,1,"Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.",PP376377
MN306031,12/31/2019,,USA,,1,1,North America,,,1,,A.D.1,1,"Lin,M.J.,Tait,A.,Greninger,A.L.",MN306031
hRSV/A/Panama/ICGES-134/2019,12/13/2019,,Panama,,1,1,North America,,,1,,A.D.1,1,"Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.",PQ618010
hRSV/A/Panama/ICGES-102/2019,8/23/2019,,Panama,,1,1,North America,,,1,,A.D.1,1,"Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.",PQ618012
hRSV/A/Panama/ICGES-107/2019,9/6/2019,,Panama,,1,1,North America,,,1,,A.D.1,1,"Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.",PQ618011
011-0047,12/15/2023,,France,,1,1,Europe,,,1,,A.D.1.5,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762761
hRSV/A/Spain/CT-HTVC-287081/2024,2/15/2024,,Spain,,1,1,Europe,,,1,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279570
HRSV/A/USA/TX-HOU-217085/2024,1/3/2024,,USA,,1,2,North America,,,2,,A.D.1.5,1,"Avadhanula,V.,Sahni,L.,Surathu,A.,Cregeen,S.J.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.",PP795159
hRSV-A-G43R32V3,11/21/2023,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Lauring,A.S.,Papalambros,L.K.",PP270231
hRSV-A-G43R40V0,12/2/2023,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Lauring,A.S.,Papalambros,L.K.",PP270270
H20-355-5990,1/2/2024,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Rothstein,A.P.,Qiu,X.,Collins,S.,Muir,G.,Simas,A.,Sum,A.,Lu,B.,Cosca,B.,Girinathan,B.,Leeson,P.,Phillipson,C.W.,Plocik,A.,Simen,B.",PQ117649
HRSV/A/Argentina/PAISGONNET/8/2024-07-03,7/3/2024,,Argentina,,1,2,South America,,,2,,A.D.1.5,1,"Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.",PQ610195
A19160808,11/29/2023,,Ireland,,1,1,Europe,,,1,,A.D.1.5,1,"Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.",PP969992
hRSV/A/Panama/ICGES-355/2023,10/13/2023,,Panama,,1,1,North America,,,1,,A.D.1.5,1,"Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.",PQ618038
HRSV/A/USA/TX-HOU-215695/2023,11/10/2023,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Avadhanula,V.,Sahni,L.,Surathu,A.,Cregeen,S.J.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.",PP795148
MN-MDH-RSVA-00925,3/11/2024,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.",PP978536
030-0001,11/28/2023,,France,,1,1,Europe,,,1,,A.D.1.5,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762875
OZ262157,1/3/2025,,Ireland,,1,1,Europe,,,1,,A.D.1.5,1,"Carr,M.,Bennett,C.,Banka,W.,Fahey,L.,Rice,A.,Dean,J.,Hare,D.,De Gascun,C.F.",OZ262157
OZ262237,11/1/2024,,Ireland,,1,1,Europe,,,1,,A.D.1.5,1,"Carr,M.,Bennett,C.,Banka,W.,Fahey,L.,Rice,A.,Dean,J.,Hare,D.,De Gascun,C.F.",OZ262237
HRSV/A/USA/TX-HOU-216870/2023,12/14/2023,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Avadhanula,V.,Sahni,L.,Surathu,A.,Cregeen,S.J.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.",PP795156
HRSV/A/USA/TX-HOU-216989/2023,12/22/2023,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Avadhanula,V.,Sahni,L.,Surathu,A.,Cregeen,S.J.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.",PP795157
RSV-A/human/USA/WA-S25731/2022,12/23/2022,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.",PQ638682
MN-MDH-RSVA-03080,4/23/2025,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Strain,A.",PV640334
hRSV-A-W13K24U0,10/1/2022,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Gilbert,J.,Lauring,A.S.,Papalambros,L.K.",OR872583
RSV-A/human/USA/WA-S25719/2022,11/22/2022,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.",PQ638670
RSV-A/human/USA/WA-S25771/2023,1/29/2023,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.",PQ638722
MN-MDH-RSVA-00549,1/17/2024,,USA,,1,3,North America,,,3,,A.D.1.5,1,"Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.",PP847391
040-0033,10/4/2023,,France,,1,3,Europe,,,3,,A.D.1.5,1,"Fourati,S.,Rameix Welti,M.-A.",PQ763004
MN-MDH-RSVA-02986,3/17/2025,,USA,,1,3,North America,,,3,,A.D.1.5,1,"Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Strain,A.",PV629387
RSV-A/human/USA/OR-S24230/2023,10/24/2023,,USA,,1,3,North America,,,3,,A.D.1.5,1,"Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.",OR975308
RSV-A/human/USA/OR-S24701/2024,1/4/2024,,USA,,1,3,North America,,,3,,A.D.1.5,1,"Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.",PP342441
7RREHOMHWR,12/1/2023,,Switzerland,,1,2,Europe,,,2,,A.D.1.5,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277715
hRSV/A/Spain/CT-HUVH-281241/2024,8/6/2024,,Spain,,1,2,Europe,,,2,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280349
MN-MDH-RSVA-01540,1/4/2025,,USA,,1,2,North America,,,2,,A.D.1.5,1,"Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Strain,A.",PV080971
A19160758,10/13/2023,,Ireland,,1,2,Europe,,,2,,A.D.1.5,1,"Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.",PP970024
A19160782,11/20/2023,,Ireland,,1,3,Europe,,,3,,A.D.1.5,1,"Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.",PP970040
A19160803,11/27/2023,,Ireland,,1,2,Europe,,,2,,A.D.1.5,1,"Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.",PP969987
MN-MDH-RSVA-01602,1/20/2025,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Strain,A.",PV081032
MN-MDH-RSVA-02230,2/18/2025,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Strain,A.",PV246698
MN-MDH-RSVA-01319,12/22/2024,,USA,,1,2,North America,,,2,,A.D.1.5,1,"Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Strain,A.",PQ870895
hRSV/A/Spain/CT-HUVH-281523/2024,2/18/2024,,Spain,,1,2,Europe,,,2,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280010
hRSV/A/Spain/CT-HUAV-305986/2024,12/5/2023,,Spain,,1,2,Europe,,,2,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ278936
hRSV/A/Spain/CT-HUAV-289443/2023,12/19/2023,,Spain,,1,2,Europe,,,2,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279593
hRSV/A/Spain/CT-HUAV-288901/2023,12/12/2023,,Spain,,1,2,Europe,,,2,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279635
hRSV/A/Spain/CT-HUAV-288032/2023,11/23/2023,,Spain,,1,2,Europe,,,2,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279574
hRSV/A/Spain/CT-HUAV-288632/2023,12/5/2023,,Spain,,1,2,Europe,,,2,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279579
hRSV/A/Spain/CT-HUAV-306003/2024,7/5/2024,,Spain,,1,2,Europe,,,2,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280517
hRSV/A/Spain/CT-HUAV-290451/2024,1/9/2024,,Spain,,1,2,Europe,,,2,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ278934
hRSV/A/Spain/CT-HUAV-306020/2024,12/19/2023,,Spain,,1,2,Europe,,,2,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280570
hRSV/A/Spain/CT-HUAV-294722/2024,3/5/2024,,Spain,,1,2,Europe,,,2,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280545
hRSV/A/Spain/CT-HUAV-306004/2024,3/6/2024,,Spain,,1,2,Europe,,,2,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280507
hRSV/A/Spain/CT-HUAV-305984/2024,12/20/2023,,Spain,,1,2,Europe,,,2,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ278932
hRSV/A/Spain/CT-HUAV-288899/2023,12/12/2023,,Spain,,1,2,Europe,,,2,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279621
hRSV/A/Spain/CT-HUAV-293724/2024,2/20/2024,,Spain,,1,2,Europe,,,2,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280559
hRSV/A/Spain/CT-HUAV-305988/2024,2/20/2024,,Spain,,1,3,Europe,,,3,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ278929
hRSV/A/Spain/CT-HUAV-305982/2024,6/4/2024,,Spain,,1,2,Europe,,,2,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280478
hRSV-A-G43R52K0,12/18/2023,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Lauring,A.S.,Papalambros,L.K.",PP781420
ASU102724,12/26/2022,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.",OR143187
HRSV/A/Argentina/PAIS-ALM/5/2023_05_15,5/15/2023,,Argentina,,1,1,South America,,,1,,A.D.1.5,1,"Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.",PQ610209
hRSV-A-RA8426769275,1/26/2025,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Lauring,A.S.,Papalambros,L.K.",PV404426
RSV-A/MX/UANL-92777/2023,12/4/2023,,Mexico,,1,1,North America,,,1,,A.D.1.5,1,"Ruiz-Higareda,A.F.,Garza-Cabello,J.C.,Galan-Huerta,K.A.,Rivas-Estilla,A.M.,Nuzzolo-Shihadeh,L.M.,Hernandez-Balboa,C.L.,Bocanegra-Ibarias,P.,Camacho-Ortiz,A.",PP790963
ASU102704,2/1/2023,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.",OR143171
HRSV/A/Argentina/PAIS-ALM/29/2023_06_23,6/23/2023,,Argentina,,1,1,South America,,,1,,A.D.1.5,1,"Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.",PQ610208
035-0024,12/2/2023,,France,,1,1,Europe,,,1,,A.D.1.5,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762938
HRSV/A/Argentina/PAIS-ALM/36/2023_06_15,6/15/2023,,Argentina,,1,1,South America,,,1,,A.D.1.5,1,"Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.",PQ610205
HRSV/A/Argentina/PAIS-ALM/16/2023_05_23,5/23/2023,,Argentina,,1,1,South America,,,1,,A.D.1.5,1,"Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.",PQ610203
HRSV/A/Argentina/PAIS-ALM/30/2023_06_04,6/4/2023,,Argentina,,1,1,South America,,,1,,A.D.1.5,1,"Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.",PQ610204
HRSV/A/Argentina/PAIS-ALM/15/2023_05_22,5/22/2023,,Argentina,,1,1,South America,,,1,,A.D.1.5,1,"Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.",PQ610198
HRSV/A/Argentina/PAIS-ALM/11/2023_05_29,5/29/2023,,Argentina,,1,1,South America,,,1,,A.D.1.5,1,"Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.",PQ610200
HRSV/A/Argentina/PAIS-ALM/2/2023_05_12,5/12/2023,,Argentina,,1,1,South America,,,1,,A.D.1.5,1,"Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.",PQ610197
hRSV-A-G43R83P6,2/2/2024,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Lauring,A.S.,Papalambros,L.K.",PP781403
hRSV-A-G43R43W5,12/6/2023,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Lauring,A.S.,Papalambros,L.K.",PP270274
HRSV/A/Argentina/PAIS-ALM/33/2023_05_27,5/27/2023,,Argentina,,1,1,South America,,,1,,A.D.1.5,1,"Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.",PQ610199
HRSV/A/Argentina/PAIS-ALM/3/2023_05_17,5/17/2023,,Argentina,,1,1,South America,,,1,,A.D.1.5,1,"Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.",PQ610201
HRSV/A/Argentina/PAIS-ALM/32/2023_05_11,5/11/2023,,Argentina,,1,1,South America,,,1,,A.D.1.5,1,"Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.",PQ610202
HRSV/A/Argentina/PAIS-ALM/17/2023_05_25,5/25/2023,,Argentina,,1,1,South America,,,1,,A.D.1.5,1,"Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.",PQ610196
MN-MDH-RSVA-01808,1/24/2025,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Strain,A.",PV211523
MN-MDH-RSVA-01005,3/19/2024,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.",PQ762509
HRSV/A/Argentina/PAIS-ALM/8/2023_05_22,5/22/2023,,Argentina,,1,1,South America,,,1,,A.D.1.5,1,"Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.",PQ610206
2401V210035,1/21/2024,,France,,1,1,Europe,,,1,,A.D.1.5,1,"Caillault,A.,Fourati,S.",PQ899854
hRSV/A/Spain/CT-HUJT-295651/2024,3/19/2024,,Spain,,1,1,Europe,,,1,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280242
OZ262266,12/13/2024,,Ireland,,1,1,Europe,,,1,,A.D.1.5,1,"Carr,M.,Bennett,C.,Banka,W.,Fahey,L.,Rice,A.,Dean,J.,Hare,D.,De Gascun,C.F.",OZ262266
HRSV/A/Argentina/PAIS-ALM/35/2023_06_11,6/11/2023,,Argentina,,1,1,South America,,,1,,A.D.1.5,1,"Acuna,D.,Irazoqui,M.,Cannigia,L.F.,Ibanez,E.,Costa,M.,Nadalich,V.,Toro,R.,Ayala,G.,Cobas,M.E.,Delarubia,E.,Ghiglione,C.,Cordero,A.,Viegas,M.",PQ610207
WA-UW-29247,11/29/2023,,USA,,1,1,North America,,,1,,A.D.1.5,1,"Roychoudhury,P.,Xie,X.,Sereewit,J.,Ellis,S.,Greninger,A.",PP530267
hRSV/A/Spain/CT-HUJO-715532/2023,12/5/2023,,Spain,,1,1,Europe,,,1,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280139
hRSV/A/Spain/CT-HUAV-314957/2024,12/19/2024,,Spain,,1,1,Europe,,,1,,A.D.1.5,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280486
OZ262222,1/3/2025,,Ireland,,1,1,Europe,,,1,,A.D.1.5,1,"Carr,M.,Bennett,C.,Banka,W.,Fahey,L.,Rice,A.,Dean,J.,Hare,D.,De Gascun,C.F.",OZ262222
